country,region,mountain_id,name,old_live_m,new_runtime_m,audit_suggested_m,base_m,summit_m,status,reason,source_url,checked_at,source_type
"US","us-pa","bear-creek-mountain-resort-pa","Bear Creek Mountain Resort","202","217","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-pa","big-boulder-pa","Big Boulder","495","582","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-pa","boyce-park-ski-area-pa","Boyce Park Ski Area","298","350","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-pa","elk-mountain-pa","Elk Mountain","417","491","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-pa","hidden-valley-resort-pa","Hidden Valley Resort","670","788","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-pa","jack-frost-pa","Jack Frost","416","489","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-pa","laurel-mountain-ski-resort-pa","Laurel Mountain Ski Resort","646","760","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-pa","liberty-mountain-resort-pa","Liberty Mountain Resort","231","258","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-pa","montage-mountain-pa","Montage Mountain Resorts","512","602","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-pa","mount-pleasant-of-edinboro","Mount Pleasant of Edinboro","363","427","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-pa","roundtop-mountain-resort-pa","Roundtop Mountain Resort","255","293","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-pa","ski-big-bear-pa","Ski Big Bear at Masthope Mountain","333","392","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-pa","ski-sawmill-pa","Ski Sawmill Family Resort","430","506","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-pa","spring-mountain-adventures-pa","Spring Mountain Adventures","100","62","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-pa","tussey-mountain-pa","Tussey Mountain","392","461","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-pa","whitetail-resort-pa","Whitetail Resort","233","262","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-sd","great-bear-ski-valley","Great Bear Ski Valley","354","416","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-tn","ober-mountain","Ober Mountain","347","408","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-va","bryce-resort","Bryce Resort","326","383","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-va","the-omni-homestead-ski-area","The Omni Homestead Ski Area","583","686","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-vt","ascutney-outdoors","Ascutney Outdoors","280","328","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-vt","bolton-valley","Bolton Valley Resort","550","647","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-vt","cochrans-ski-area","Cochran's Ski Area","126","109","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-vt","middlebury-snowbowl","Middlebury Snowbowl","474","558","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-vt","saskadena-six","Saskadena Six","205","221","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","alpine-valley-resort-wi","Alpine Valley Resort","232","260","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","bruce-mound-wi","Bruce Mound Winter Sports Area","346","407","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","christie-mountain-wi","Christie Mountain","343","403","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","christmas-mountain-village-wi","Christmas Mountain Village","271","315","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","devils-head-resort-wi","Devil's Head Resort","247","282","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","little-switzerland-wi","Little Switzerland","283","333","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","mont-du-lac-resort-wi","Mont du Lac Resort","206","223","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","mount-ashwabay-wi","Mt. Ashwabay","343","404","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","mount-la-crosse-wi","Mt. La Crosse","193","205","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","mountain-top-at-grand-geneva-wi","The Mountain Top at Grand Geneva Resort","231","258","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","nordic-mountain-wi","Nordic Mountain","255","293","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","sunburst-winter-sports-park-wi","Sunburst Winter Sports Park","275","321","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","trollhaugen-wi","Trollhaugen","280","329","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","tyrol-basin-wi","Tyrol Basin","252","289","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","whitecap-mountains-resort-wi","Whitecap Mountains Resort","348","410","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wi","wilmot-mountain-wi","Wilmot Mountain","224","249","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wv","oglebay-ski-area","Oglebay Ski Area","292","343","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","us-wv","winterplace-ski-resort","Winterplace Ski Resort","819","963","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"CA","banff-lake-louise","banff-sunshine","Banff Sunshine Village","2430","2195","2195","1660","2730","matched","Published region elevation agrees with audit","","",""
"CA","banff-lake-louise","lake-louise-resort","Lake Louise Ski Resort","2337","2142","2142","1646","2637","matched","Published region elevation agrees with audit","","",""
"CA","canada-alberta","castle-mountain-resort","Castle Mountain Resort","1566","1842","1842","1410","2273","matched","Published region elevation agrees with audit","","",""
"CA","canada-british-columbia","powder-king-mountain-resort","Powder King Mountain Resort","1320","1553","1552","1267","1838","source-unresolved","Official page says summit 1829m (5500ft), base 935m (3000ft), vertical 640m (2100ft): mutually inconsistent. Existing values retained pending resort clarification.","https://www.powderking.com/contact/about-us","2026-09-25","resort-operated, internally inconsistent"
"CA","canada-british-columbia","red-mountain-resort","RED Mountain Resort","1386","1630","1630","1185","2075","matched","Published region elevation agrees with audit","","",""
"CA","canada-british-columbia","sasquatch-mountain-resort","Sasquatch Mountain Resort","999","1175","1175","980","1370","matched","Published region elevation agrees with audit","","",""
"CA","canada-british-columbia","shames-mountain","Shames Mountain","803","945","944","700","1189","matched","Published region elevation agrees with audit","","",""
"CA","canada-manitoba","holiday-mountain-resort","Holiday Mountain Resort","280","328","328","274","381","matched","Published region elevation agrees with audit","","",""
"CA","canada-manitoba","mystery-mountain-winter-park","Mystery Mountain Winter Park","220","243","243","205","281","matched","Published region elevation agrees with audit","","",""
"CA","canada-new-brunswick","crabbe-mountain","Crabbe Mountain","238","269","268","147","390","matched","Published region elevation agrees with audit","","",""
"CA","canada-new-brunswick","poley-mountain","Poley Mountain","174","177","176","76","277","matched","Published region elevation agrees with audit","","",""
"CA","canada-new-brunswick","republik-nature","Républik Nature","221","244","244","150","338","matched","Published region elevation agrees with audit","","",""
"CA","canada-new-brunswick","sugarloaf-provincial-park","Sugarloaf Provincial Park","135","121","120","42","199","matched","Published region elevation agrees with audit","","",""
"CA","canada-newfoundland-labrador","smokey-mountain-ski-club","Smokey Mountain Ski Club","612","720","720","595","845","matched","Published region elevation agrees with audit","","",""
"CA","canada-newfoundland-labrador","white-hills-resort","White Hills Resort","233","261","260","147","374","matched","Published region elevation agrees with audit","","",""
"CA","canada-nova-scotia","cape-smokey","Cape Smokey","154","149","149","15","283","matched","Published region elevation agrees with audit","","",""
"CA","canada-nova-scotia","ski-ben-eoin","Ski Ben Eoin","109","84","84","14","154","matched","Published region elevation agrees with audit","","",""
"CA","canada-nova-scotia","ski-martock","Ski Martock","125","107","107","26","188","matched","Published region elevation agrees with audit","","",""
"CA","canada-nova-scotia","ski-wentworth","Ski Wentworth","170","172","172","55","288","matched","Published region elevation agrees with audit","","",""
"CA","canada-ontario","antoine-mountain","Antoine Mountain","239","270","270","174","366","matched","Published region elevation agrees with audit","","",""
"CA","canada-ontario","batawa-ski-hill","Batawa Ski Hill","100","55","55","30","80","matched","Published region elevation agrees with audit","","",""
"CA","canada-ontario","blue-mountain-resort","Blue Mountain Resort","289","340","340","230","450","matched","Published region elevation agrees with audit","","",""
"CA","canada-ontario","brimacombe","Brimacombe","235","264","264","218","310","matched","Published region elevation agrees with audit","","",""
"CA","canada-ontario","calabogie-peaks-resort","Calabogie Peaks Resort","241","273","273","154","392","matched","Published region elevation agrees with audit","","",""
"CA","canada-ontario","dagmar-ski-resort","Dagmar Ski Resort","162","160","160","120","199","matched","Published region elevation agrees with audit","","",""
"CA","canada-ontario","glen-eden","Glen Eden","249","284","284","248","320","matched","Published region elevation agrees with audit","","",""
"CA","canada-ontario","hidden-valley-highlands-ski-area","Hidden Valley Highlands Ski Area","281","330","330","280","380","matched","Published region elevation agrees with audit","","",""
"CA","canada-ontario","loch-lomond-ski-area","Loch Lomond Ski Area","290","341","340","251","430","matched","Published region elevation agrees with audit","","",""
"CA","canada-ontario","mount-pakenham","Mount Pakenham","174","177","177","137","217","matched","Published region elevation agrees with audit","","",""
"CA","canada-ontario","mount-st-louis-moonstone","Mount St. Louis Moonstone","254","292","292","215","368","matched","Published region elevation agrees with audit","","",""
"CA","canada-ontario","searchmont-resort","Searchmont Resort","307","361","360","233","488","matched","Published region elevation agrees with audit","","",""
"CA","canada-ontario","snow-valley-ski-resort","Snow Valley Ski Resort","245","278","278","235","320","matched","Published region elevation agrees with audit","","",""
"CA","canada-ontario","uplands-ski-centre","Uplands Ski Centre","179","185","185","170","200","matched","Published region elevation agrees with audit","","",""
"CA","canada-prince-edward-island","mark-arendz-provincial-ski-park-at-brookvale","Mark Arendz Provincial Ski Park at Brookvale","100","58","58","20","96","matched","Published region elevation agrees with audit","","",""
"CA","canada-quebec","le-relais","Le Relais","272","317","317","205","429","matched","Published region elevation agrees with audit","","",""
"CA","canada-quebec","massif-du-sud","Massif du Sud","608","715","715","515","915","matched","Published region elevation agrees with audit","","",""
"CA","canada-quebec","mont-grand-fonds","Mont Grand-Fonds","483","568","568","400","735","matched","Published region elevation agrees with audit","","",""
"CA","canada-quebec","mont-orford","Mont-Orford","496","584","584","317","850","matched","Published region elevation agrees with audit","","",""
"CA","canada-quebec","owl-s-head","Owl’s Head","405","477","476","239","714","matched","Published region elevation agrees with audit","","",""
"CA","canada-quebec","station-touristique-stoneham","Station touristique Stoneham","358","421","420","248","593","matched","Published region elevation agrees with audit","","",""
"CA","canada-quebec","val-saint-come","Val Saint-Côme","382","450","450","300","600","matched","Published region elevation agrees with audit","","",""
"CA","canmore","nakiska","Nakiska","1960","2260","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"CA","jasper","marmot-basin","Marmot Basin","2312","2612","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"CA","okanagan","apex-resort","Apex Mountain Resort","1878","2178","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"CA","okanagan","big-white","Big White Ski Resort","2019","2319","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"CA","powder-highway","fernie-alpine","Fernie Alpine Resort","1834","2134","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"CA","powder-highway","kimberley-alpine","Kimberley Alpine Resort","1683","1980","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"CA","powder-highway","revelstoke-mountain-resort","Revelstoke Mountain Resort","1925","2225","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"CA","quebec-charlevoix","mont-sainte-anne","Mont-Sainte-Anne","680","800","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"CA","quebec-eastern-townships","bromont-resort","Ski Bromont","470","553","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"CA","quebec-laurentians","tremblant","Tremblant","744","875","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"CA","vancouver","cypress-mountain","Cypress Mountain","1224","1440","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"CA","vancouver","mount-seymour","Mt Seymour","1075","1265","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"CA","whistler","whistler-mountain","Whistler Mountain","1882","2182","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","angel-fire","angel-fire-resort","Angel Fire Resort","2954","3254","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","aspen-snowmass","aspen-highlands","Aspen Highlands","3259","3559","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","aspen-snowmass","snowmass","Snowmass","3513","3813","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","bend","mt-bachelor","Mt. Bachelor","2463","2250","2250","1737","2763","matched","Published region elevation agrees with audit","","",""
"US","berkshires","berkshire-east","Berkshire East","477","561","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","berkshires","jiminy-peak","Jiminy Peak","616","725","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","big-sky","big-sky-resort","Big Sky Resort","3103","3403","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","black-hills","terry-peak","Terry Peak","1864","2164","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","blue-ridge","wintergreen-resort","Wintergreen Resort","910","1071","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","boise","bogus-basin","Bogus Basin","2094","2394","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","boulder-front-range","eldora-mountain-resort","Eldora Mountain Resort","2553","2853","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","bozeman-bridger-bowl","bridger-bowl","Bridger Bowl","2382","2682","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","canaan-valley","canaan-valley-resort","Canaan Valley Resort","1108","1304","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","carrabassett-valley","sugarloaf","Sugarloaf","1097","1291","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","central-massachusetts","wachusett-mountain","Wachusett Mountain","520","612","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","crested-butte","crested-butte-mountain-resort","Crested Butte Mountain Resort","3320","3620","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","crystal-mountain","crystal-mountain","Crystal Mountain Resort","1838","2138","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","donnelly-mccall","brundage-mountain","Brundage Mountain","2020","2320","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","donnelly-mccall","tamarack-resort","Tamarack Resort","1266","1490","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","durango","purgatory-resort","Purgatory Resort","2999","3299","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","flagstaff","arizona-snowbowl","Arizona Snowbowl","3211","3511","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","franconia-notch","cannon-mountain","Cannon Mountain","1057","1244","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","franconia-notch","loon-mountain","Loon Mountain","790","930","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","girdwood","alyeska-resort","Alyeska Resort","1021","1201","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","harbor-springs","boyne-highlands","The Highlands","343","404","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","harbor-springs","boyne-mountain","Boyne Mountain","290","341","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","harbor-springs","nubs-nob","Nub's Nob","347","408","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","high-country","sugar-mountain","Sugar Mountain","1373","1615","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","highmount","belleayre-mountain","Belleayre Mountain","888","1045","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","hunter","hunter-mountain","Hunter Mountain","829","975","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","juneau","eaglecrest-ski-area","Eaglecrest Ski Area","697","820","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","keweenaw-peninsula","mt-bohemia","Mt. Bohemia","388","457","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","lake-placid","whiteface-mountain","Whiteface Mountain","1261","1483","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","lake-tahoe-nevada","mt-rose-ski-tahoe","Mt. Rose Ski Tahoe","2656","2956","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","lakes-region","gunstock-mountain-resort","Gunstock Mountain Resort","581","684","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","laurel-highlands","seven-springs-mountain","Seven Springs Mountain Resort","776","913","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","litchfield-hills","mohawk-mountain","Mohawk Mountain","415","488","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","lutsen-north-shore","lutsen-mountains","Lutsen Mountains","437","514","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","maggie-valley","cataloochee-ski-area","Cataloochee Ski Area","1399","1646","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","mt-baker","mt-baker","Mt. Baker Ski Area","1288","1515","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","mt-hood","mt-hood-meadows","Mt. Hood Meadows","1925","2225","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","mt-hood","mt-hood-skibowl","Mt. Hood Skibowl","1321","1554","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","mt-hood","timberline-lodge","Timberline Lodge","2303","2603","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","newry-bethel","sunday-river","Sunday River","813","957","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","north-creek","gore-mountain","Gore Mountain","932","1097","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","poconos","blue-mountain-pa","Blue Mountain Resort","416","489","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","poconos","camelback-mountain","Camelback Mountain Resort","539","634","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","poconos","shawnee-mountain","Shawnee Mountain Ski Area","349","411","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","rangeley","saddleback-mountain","Saddleback Mountain","1068","1256","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","red-lodge","red-lodge-mountain","Red Lodge Mountain","2570","2870","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","sandpoint","schweitzer-mountain-resort","Schweitzer Mountain Resort","1658","1951","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","santa-fe","ski-santa-fe","Ski Santa Fe","3381","3681","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","shenandoah-valley","massanutten-resort","Massanutten Resort","740","870","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","snoqualmie-pass","snoqualmie-pass","The Summit at Snoqualmie","1001","1178","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","snowshoe","snowshoe-mountain","Snowshoe Mountain","1256","1478","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","steamboat","steamboat-resort","Steamboat Resort","2921","3221","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","stevens-pass","stevens-pass","Stevens Pass Ski Area","1050","1235","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","summit-county","copper-mountain-resort","Copper Mountain","2660","3205","","2960","3450","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","sun-valley","bald-mountain","Bald Mountain","2489","2789","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","sun-valley","dollar-mountain","Dollar Mountain","1724","2024","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","taos","taos-ski-valley","Taos Ski Valley","3504","3804","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","telluride","telluride-ski-resort","Telluride Ski Resort","3515","3815","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","vail-valley","vail-mountain","Vail Mountain","3227","3001","3001","2475","3527","matched","Published region elevation agrees with audit","","",""
"US","vernon","mountain-creek-resort","Mountain Creek Resort","383","451","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","waterville-valley","waterville-valley-resort","Waterville Valley Resort","994","1170","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","wausau","granite-peak","Granite Peak Ski Area","505","594","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","white-mountains","attitash-mountain-resort","Attitash Mountain Resort","609","716","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","white-mountains","cranmore-mountain","Cranmore Mountain","440","518","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","white-mountains-az","sunrise-park-resort","Sunrise Park Resort","3030","3330","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","whitefish","whitefish-mountain-resort","Whitefish Mountain Resort","1778","2078","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","windham","windham-mountain","Windham Mountain Club","803","945","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","winter-park","winter-park-resort","Winter Park Resort","3376","3676","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
"US","wisconsin-dells","cascade-mountain","Cascade Mountain","321","378","","","","matched","Audit has no suggested replacement; published pin/base retained without guessing a summit","","",""
