"exclusion_group","record_id","workbook_no","name","name_ja","prefecture","municipality","travel_region","base_town","review_status","missing_essentials","official_url","status_evidence_url","evidence_as_of","review_notes"
"verified_operating_missing_essentials","workbook:461","461","Kita Naganuma Ski Area","北長沼スキー場","Hokkaido","Naganuma","hokkaido-regional","hokkaido-regional-naganuma","verified_operating","missing_coordinates; missing_defensible_elevation","https://ski-kitanaganuma.com/","https://ski-kitanaganuma.com/","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Operator's current notice confirms operation before the season's final day; no dated 2026-27 notice was found."
"unclear_status_pending_authoritative_evidence","workbook:462","462","Nissho","","Hokkaido","Shimukappu","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Shimizu Town government pages, history/facility registers, budget/council material, and explicit closure/operation terms for 国設日勝スキー場. No qualifying official current-status or abolition notice was found."
"unclear_status_pending_authoritative_evidence","workbook:464","464","Niyama Kogen","ニヤマ高原スキー場","Hokkaido","Niyama","","","unclear","missing_defensible_elevation","http://niyama.grow8.com/ski/","","2026-08-26","Candidate official URL found, but no sufficiently current operating-status statement was confirmed.

Pass 4: Checked the Niyama operator page and municipal/government searches for 2025-26 operation, suspension, closure, budget, and successor information. The operator page is descriptive but supplies no current-season statement; no qualifying official status notice was located."
"verified_operating_missing_essentials","workbook:466","466","Sarufutsu Village Ski Area","猿払村役場 猿払村営スキー場","Hokkaido","Sarobetsu","hokkaido-regional","hokkaido-regional-sarobetsu","verified_operating","missing_defensible_elevation","https://www.hotel-bismarck.com/?utm_source=Skiresort_de&utm_medium=cpc&utm_campaign=Skiresort_de","https://www.vill.sarufutsu.hokkaido.jp/kairan/pdf/783_09080316.pdf","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Official Sarufutsu Village circular gives the 2025-26 opening and planned end date. No 2026-27 notice was located."
"unclear_status_pending_authoritative_evidence","workbook:472","472","Toma Choei","","Hokkaido","Toma","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Toma municipal facility pages, council/budget PDFs, and 当麻町営スキー場 with 営業・休止・廃止 terms. No current authoritative operation or closure notice was found."
"unclear_status_pending_authoritative_evidence","workbook:474","474","Tannocho Mebius","","Hokkaido","Tanno","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Kitami municipal records and 端野メビウススキー場 / Mebius with facility-register, closure, and operator terms. No authoritative current-status document was located."
"unclear_status_pending_authoritative_evidence","workbook:475","475","Asahikawa Sun Valley","","Hokkaido","Asahikawa","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Reviewed Asahikawa municipal facility/planning documents and searched 旭川サンバレースキー場 for explicit closure or current calendar evidence. None established the facility's current status."
"unclear_status_pending_authoritative_evidence","workbook:484","484","Kamikawa Choei Nakayama","","Hokkaido","Kamikawa","","","unclear","missing_coordinates; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Kamikawa Town industrial/economic documents, facility registers, and 上川町営中山スキー場 terms. No current season, closure, or merger notice was located."
"unclear_status_pending_authoritative_evidence","workbook:486","486","Bibakarasu – Kenbuchi","","Hokkaido","Kenbuchi","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Kenbuchi municipal pages, budget/council material, and 剣淵ビバカラススキー場 for operation or abolition notices. No authoritative status evidence was found."
"verified_operating_missing_essentials","workbook:487","487","Takino Snow World","滝野スノーワールド","Hokkaido","Sapporo","sapporo","sapporo","verified_operating","missing_coordinates; missing_defensible_elevation","https://takinopark.com/en/","https://takinopark.com/en/news/takinosnowworld/","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted."
"unclear_status_pending_authoritative_evidence","workbook:490","490","Shintotsukawacho Socchidake","そっち岳スキー場","Hokkaido","Shintotsukawacho","","","unclear","missing_defensible_elevation","https://h-sakudo.jp/facility/047/","","2026-08-26","Candidate official URL found, but no sufficiently current operating-status statement was confirmed.

Pass 4: Searched Shintotsukawa municipal facilities and council/budget documents for そっち岳スキー場 with 営業終了・休止・廃止 terms. No current authoritative notice was located."
"unclear_status_pending_authoritative_evidence","workbook:491","491","Yuni Chomin","","Hokkaido","Yuni","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Reviewed Yuni Town public-facility material and searched 由仁町民スキー場 for current calendars and closure notices. No authoritative status statement was found."
"unclear_status_pending_authoritative_evidence","workbook:492","492","Toyotomi Onsen Choei","","Hokkaido","Toyotomi","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Reviewed Toyotomi Town education/sports newsletters and facility material. The current newsletter documents a cross-country course, not operation of 豊富温泉町営スキー場; no status notice for this record was found."
"unclear_status_pending_authoritative_evidence","workbook:495","495","Bieichonmin","","Hokkaido","Biei","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Biei Town facility schedules, council/budget PDFs, and 美瑛町民スキー場 terms. No current lift/ski operation, suspension, or closure notice was located."
"unclear_status_pending_authoritative_evidence","workbook:498","498","Sorachibuto","","Hokkaido","Sorachi","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Sorachi/Sunagawa public-facility and budget materials and 空知太スキー場 closure terms. No authoritative document established current operation or permanent closure."
"unclear_status_pending_authoritative_evidence","workbook:499","499","Nakafurano Kokusei","","Hokkaido","Nakafurano","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Nakafurano Town documents, including public procurement/facility material, for 北星スキー場 operation or abolition. No authoritative current-status notice was located."
"unclear_status_pending_authoritative_evidence","workbook:501","501","Saroma Choei","佐呂間町営スキー場","Hokkaido","Saroma","","","unclear","missing_defensible_elevation","https://www.town.saroma.hokkaido.jp/shisetsu/sports_bunka/ski.html","https://www.town.saroma.hokkaido.jp/reiki_int/reiki_honbun/a151RG00000243.html","2026-08-26","Candidate official URL found, but no sufficiently current operating-status statement was confirmed.

Pass 4: The official ordinance establishes the facility and its general seasonal use period, but no dated current-season operation, lift calendar, or explicit closure notice was located; legal existence alone is not promoted."
"unclear_status_pending_authoritative_evidence","workbook:502","502","Yokotsudake Kokusai","","Hokkaido","Kutchan","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched official municipal, council, and government sport-facility sources for 横津岳国際スキー場 closure, successor, or current lift evidence. No authoritative status document was found."
"unclear_status_pending_authoritative_evidence","workbook:503","503","Tsukigatacho Choei","","Hokkaido","Tsukigata","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Tsukigata Town facility, budget, and council documents for 月形町営スキー場 with 2025-26 and closure terms. No current authoritative status notice was located."
"unclear_status_pending_authoritative_evidence","workbook:504","504","Nakatonbetsu Choei Kotobuki","中頓別町寿スキー場","Hokkaido","Nakatonbetsu","","","unclear","","https://r.goope.jp/kotobuki-ski/","","2026-08-26","Candidate official URL found, but no sufficiently current operating-status statement was confirmed.

Pass 4: Searched Nakatonbetsu Town facility registers and council/budget pages for 町営寿スキー場 operation or abolition. No authoritative current-status source was found."
"unclear_status_pending_authoritative_evidence","workbook:506","506","Tenpoku","","Hokkaido","Hamatonbetsu","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Hamatonbetsu municipal sources and 天北スキー場 with 営業・休止・廃止・統合 terms. No current operator or municipality status notice was located."
"unclear_status_pending_authoritative_evidence","workbook:508","508","Kushiroshi Tsuruoka","","Hokkaido","Kushiro","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name","https://www.hotel-bismarck.com/?utm_source=Skiresort_de&utm_medium=cpc&utm_campaign=Skiresort_de","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Kushiro City sport-facility registers, budget/council materials, and 鶴丘スキー場 closure terms. No current authoritative operation or closure evidence was found."
"unclear_status_pending_authoritative_evidence","workbook:515","515","Hinode","","Hokkaido","Shintoku","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Shintoku municipal facilities and council/budget material for 日の出スキー場 operation, closure, and successor evidence. No authoritative current-status notice was located."
"unclear_status_pending_authoritative_evidence","workbook:525","525","Fuji Tenjinyama","","Hokkaido","Furano","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Furano City facility and council/budget sources for 富士天神山スキー場 and explicit 廃止・閉鎖 notices. No authoritative current-status document was found."
"unclear_status_pending_authoritative_evidence","workbook:526","526","Aspire","","Hokkaido","Eniwa","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Eniwa municipal records and operator/company terms for アスパイア, including indoor/dry-slope classification and closure. No authoritative current-status notice was located."
"unclear_status_pending_authoritative_evidence","workbook:530","530","Kotorinomura","","Hokkaido","Sobetsu","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Sobetsu municipal facility and council/budget sources for ことりの村スキー場 operation or abolition. No authoritative current-status evidence was found."
"unclear_status_pending_authoritative_evidence","workbook:531","531","Tsubetsu","","Hokkaido","Tsubetsu","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Tsubetsu municipal facility registers, council/budget PDFs, and operator/company notices for 津別スキー場. Search results were directories or historical descriptions, not acceptable current official evidence."
"unclear_status_pending_authoritative_evidence","workbook:535","535","Rumoi-shi – Kamuiiwa","","Hokkaido","Rumoi","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Rumoi City facility/council/budget material and 神居岩スキー場 with explicit closure and operation terms. No authoritative current-status notice was located."
"unclear_status_pending_authoritative_evidence","workbook:538","538","Koen","","Hokkaido","Rankoshi","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Rankoshi municipal facility/council material for こえんスキー場 operation, closure, and integration evidence. No authoritative current-status document was found."
"unclear_status_pending_authoritative_evidence","workbook:544","544","Gakuden","","Hokkaido","Suttsu","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Suttsu public-facility registers, budget/council material, and 学田スキー場 closure terms. No authoritative current operation or permanent closure notice was located."
"unclear_status_pending_authoritative_evidence","workbook:549","549","North Valley","","Hokkaido","Kitahiroshima","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Kitahiroshima municipal records and operator/company notices for ノースバレースキー場, including closure and merger terms. No authoritative current-status source was found."
"verified_operating_missing_essentials","workbook:550","550","Wassamu Higashiyama Ski Area","和寒東山スキー場","Hokkaido","Wassamu","hokkaido-regional","hokkaido-regional-wassamu","verified_operating","missing_defensible_elevation","https://www.facebook.com/wassamuski1979/","https://www.town.wassamu.hokkaido.jp/school-board/facility/ski-resort/","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Official Wassamu Town facility page offers a 2026-27 season pass as the prize for the operator's current season photo campaign, supporting planned continuing operation."
"verified_operating_missing_essentials","workbook:551","551","Otoifuji Ski Area","音威富士スキー場","Hokkaido","Rankoshi","niseko","niseko-rankoshi","verified_operating","missing_coordinates; missing_defensible_elevation","https://www.vill.otoineppu.hokkaido.jp/kakuka/sangyoushinkou/syoukougyou/skizyou.html","https://www.vill.otoineppu.hokkaido.jp/kakuka/sangyoushinkou/syoukougyou/skizyou.html","2026-08-26","Task 133 evidence pass: The Otoineppu Village ski-area page resolves the workbook's Otoifuji identity as 音威富士スキー場 and confirms its 2025-26 season."
"unclear_status_pending_authoritative_evidence","workbook:552","552","Sunagawa Shimin","","Hokkaido","Sunagawa","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Sunagawa City facility and council/budget documents for 砂川市民スキー場 with current-operation and closure terms. No authoritative current-status evidence was found."
"unclear_status_pending_authoritative_evidence","workbook:555","555","Okoppe Choei","","Hokkaido","Okoppe","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Okoppe Town municipal facility/council material for 町営スキー場 operation, suspension, and abolition. No authoritative current-status notice was located."
"unclear_status_pending_authoritative_evidence","workbook:556","556","Ofotsuku – Omu","","Hokkaido","Omu","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating-status source was confirmed; third-party evidence was not accepted.

Pass 4: Searched Omu Town municipal facility/council/budget sources for オホーツクスキー場 operation, closure, and successor evidence. No authoritative current-status document was found."
"unclear_status_pending_authoritative_evidence","workbook:25","25","Hachikogen/​Hachi Kita Kogen","ハチ高原スキー場","Hyogo","Yabu","","","unclear","","https://www.hachi-hachikita.co.jp","","2026-08-26","Operator site searches found only a 2025-26 advance-ticket page and stale/generic area pages, not an explicit current/recent operating notice covering both Hachi and Hachi Kita.

Pass 4: Rechecked operator ticket/calendar pages and Kami municipal sources; no current dated operating notice beyond the prior season-ticket material."
"unclear_status_pending_authoritative_evidence","workbook:179","179","Wakasugi Kogen Oya","","Hyogo","Yabu","","","unclear","missing_japanese_name","https://ooyaski.com/","","2026-08-26","Operator site has a ski section, but no reliable dated season-opening or season-end statement was located; the displayed real-time fields were not sufficiently trustworthy as season evidence.

Pass 4: Rechecked operator ticket/calendar and facility pages plus Yabu municipal sources; no dated official ski-season notice was found."
"unclear_status_pending_authoritative_evidence","workbook:206","206","Sky Shishiku","","Ishikawa","Hakusan","","","unclear","missing_japanese_name","https://city-hakusan.com/shishiku/","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched スカイ獅子吼スキー場 + 休業/閉鎖 and Hakusan municipal tourism pages; current ropeway/park material does not establish ski operations. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:278","278","Nanao Korosa","七尾コロサスキー場","Ishikawa","Nanao","","","unclear","","http://www.city.nanao.ishikawa.jp/yamabiko/home/korosa.html","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched 七尾コロサスキー場 + 2025-26/営業/閉鎖 and Nanao municipal sources; no current authoritative status statement found. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:281","281","Hakusan Seymour Ski Resort","白山セイモアスキー場","Ishikawa","Kanazawa","","","unclear","","https://www.sam-hakusan.com/seymour/","https://www.sam-hakusan-en.com/","2026-08-26","Maintained official operator site covers both Ichirino and Seymour and carries 2025-26 winter information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: the area-name label does not establish Seymour operation, and no explicit 2026-27 operator operating notice was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:351","351","Hakusan Shiramine Onsen","","Ishikawa","Hakusan","","","unclear","missing_japanese_name","https://city-hakusan.com/","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched 白峰スキー競技場 + 2025-26/営業/閉鎖 and Hakusan municipal pages; no current official operating or closure decision located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:519","519","Torigoe Kogen Dainichi","","Ishikawa","Hakusan","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched 鳥越高原大日スキー場 + 営業終了/閉鎖 and Hakusan municipal sources; no current authoritative status notice found. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"verified_operating_missing_essentials","workbook:542","542","Okuradake Kogen Ski Resort","大倉岳高原スキー場","Ishikawa","Komatsu","hokuriku","hokuriku-komatsu","verified_operating","missing_defensible_elevation","https://komatsu-ccf.com/sports/ookuradake_kogen_ski_resort/","https://komatsu-ccf.com/data_file/20251112070136178efile01.pdf","2026-08-26","Recently updated government-linked tourism record identifies the municipal ski resort and its December–March operating period.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: the generic government-linked directory does not establish a current season, and no municipal 2026-27 operating notice was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:413","413","Esashi Shiei Koeji","","Iwate","Esashi","","","unclear","missing_japanese_name; missing_official_url","","","2026-08-26","Only third-party claims were located. No official current-season operating evidence was found, and the intake uses the former Esashi municipality.

Pass 4: Oshu City's ordinance still establishes 奥州市越路スキー場, while a 2023 city bulletin states it was then suspended. No contemporaneous municipal 2025-26/2026 notice establishes continued suspension, reopening, or abolition."
"verified_operating_missing_essentials","workbook:426","426","Kunimidaira Ski Resort","国見平スキー場","Iwate","Hachimantai","hachimantai","hachimantai","verified_operating","missing_coordinates; missing_defensible_elevation","https://www.kunimidaira.com/","https://www.city.oshu.iwate.jp/kanko/osusume/1/2/707.html","2026-08-26","No authoritative current-season evidence was located; the intake municipality may be inaccurate, so no official identity is asserted."
"unclear_status_pending_authoritative_evidence","workbook:457","457","Iwayama Park","","Iwate","Ichinoseki","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current-season evidence was located, and the name was not defensibly matched to a current ski operator.

Pass 4: Fourth pass searched Morioka City park and sports-facility records for 岩山パークスキー場 and 廃止. No primary record establishes a ski-area operation or closure; the row's Ichinoseki geography also conflicts with the name."
"unclear_status_pending_authoritative_evidence","workbook:479","479","Tayama","","Iwate","Ichinoseki","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","A current Tayama ski-area identity exists in Hachimantai, but the intake says Ichinoseki. The mismatch prevents a defensible verification.

Pass 4: Fourth pass searched Hachimantai municipal facility and sports records for 田山スキー場. No authoritative current-status source was located, and the discovery geography conflicts with the intake's Ichinoseki."
"unclear_status_pending_authoritative_evidence","workbook:532","532","Morioka Highland","","Iwate","Morioka","","","unclear","missing_coordinates; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current-season evidence or defensible current operator was located.

Pass 4: Fourth pass searched Morioka City facility registers, plans and notices for 盛岡ハイランドスキー場. No authoritative current-status entity was located."
"unclear_status_pending_authoritative_evidence","workbook:407","407","Tengu Kogen","天狗高原スキー場","Kochi","Ochi","","","unclear","missing_official_url","","","2026-08-26","No official evidence of a currently operating lift-served ski area was found. Current tourism use of Tengu Plateau must not be assumed to mean ski-area operation.

Pass 4: Rechecked Kochi municipal/government sports records and lift/facility terms; no official evidence establishes lift-served ski-area status."
"unclear_status_pending_authoritative_evidence","workbook:505","505","Asosan","","Kumamoto","Aso","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No official evidence of a currently operating Mount Aso ski area, nor an authoritative closure notice for the exact intake entity, was captured.

Pass 4: Rechecked Kumamoto/Aso government sport-facility material and closure terms; no exact ski-area operation or closure notice was found."
"unclear_status_pending_authoritative_evidence","workbook:10","10","Hakuba Iwatake Mountain Resort","白馬岩岳スノーフィールド","Nagano","Hakuba","","","unclear","","https://iwatake-mountain-resort.com/","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Fourth pass checked the operator's winter landing page, its 2026-27 ski-school notice, Hakuba municipal/area searches, and lift-calendar terms. The school-business notice is not an explicit operator operating calendar or ticket sale, so it cannot support promotion."
"verified_operating_missing_essentials","workbook:11","11","Hakuba Happo-one Ski Resort","白馬八方尾根スキー場","Nagano","Hakuba","hakuba-valley","hakuba","verified_operating","missing_coordinates","https://www.happo-one.jp/en/","https://www.happo-one.jp/en/news/38187/","2026-04-17","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only."
"unclear_status_pending_authoritative_evidence","workbook:17","17","Tsugaike Kogen","栂池高原スキー場","Nagano","Otari","","","unclear","","https://www.tsugaike.gr.jp/","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; the retained URL is identity/discovery evidence only.

Pass 4: Checked the operator site, 2026-27 NSD Kids Program announcement, Otari/Hakuba facility searches, ticket calendars, and closure terms. The program announcement does not itself explicitly state Tsugaike's operating dates or ticket validity, so no qualifying status evidence was found."
"unclear_status_pending_authoritative_evidence","workbook:65","65","Norikura Kogen","","Nagano","Matsumoto","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Checked Norikura operator and Matsumoto municipal facility sources, council/budget terms, and 2025-26/2026-27 calendar, ticket, 休止, and 閉鎖 searches. No qualifying explicit status notice was found."
"unclear_status_pending_authoritative_evidence","workbook:69","69","Nomugitoge Ski Resort","野麦峠スキー場","Nagano","Matsumoto","","","unclear","","http://gakutoresort.jp","https://www.city.matsumoto.nagano.jp/uploaded/attachment/118212.pdf","2025-08-31","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Matsumoto's FY2024 designated-manager monitoring PDF confirms the municipal facility, operator, lifts, and then-current management term, but it does not explicitly establish a 2025-26 or 2026-27 operating season. It is identity/context evidence only."
"unclear_status_pending_authoritative_evidence","workbook:85","85","Yomase/​Takaifuji (Mt. Kosha)","","Nagano","Nakano","","","unclear","missing_japanese_name","https://x-jam.jp/","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Checked operator/company and municipal sources for X-JAM, よませ, 高井富士, and スノーリゾートロマンスの神様, including rename, merger, closure, and season-ticket terms. Branding and area references conflict; no official notice explicitly maps this combined intake record to a current successor."
"unclear_status_pending_authoritative_evidence","workbook:123","123","Karuizawa","軽井沢スノーパーク","Nagano","Karuizawa","","","unclear","","https://www.princehotels.com/en/ski/karuizawa/index.html","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Checked Prince Hotels operator pages, Karuizawa municipal/sports-facility material, 2025-26/2026-27 ticket and calendar pages, and closure notices. The located generic pages do not provide an explicit dated ski-operation statement."
"unclear_status_pending_authoritative_evidence","workbook:158","158","Kijimadaira (Mt. Kosha)","北信州木島平スキー場","Nagano","Nakano","","","unclear","","https://kijimadaira-ski.com/","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: The historical kijimadaira-ski.com domain now presents スノーリゾートロマンスの神様 and sells a 2026-27 season pass, but no explicit operator or municipal rename/merger notice connecting the former Kijimadaira Ski Resort intake record to that current brand was found. Do not infer a successor from the reused domain."
"unclear_status_pending_authoritative_evidence","workbook:174","174","Koumi Re-Ex Ski Valley","","Nagano","Koumi","","","unclear","missing_japanese_name","https://koumireex-skivalley.com/","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Checked Koumi Re-Ex operator/company material, local-government facility references, season-pass and trail-map searches, and explicit 休止/廃止/営業終了 notices. No dated authoritative evidence established current/recent ski operation or closure."
"unclear_status_pending_authoritative_evidence","workbook:190","190","Ina Ski Resort","中央道伊那スキーリゾート","Nagano","Ina","","","unclear","","https://inaski.com/","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Checked Ina Ski Resort operator material, Ina municipal facility/budget terms, 2025-26/2026-27 season-ticket and lift-calendar searches, and 休止/営業終了/閉鎖 notices. No qualifying explicit status evidence was found."
